"","site","Gatun_dist","Cano_Quebrado_dist","Trinidad_dist","Ciri_Grande_dist","min_dist","dummy","mean","year","percentage","Oceangoing","Ciri_Grande_max","Trinidad_max","Cano_Quebrado_max","Gatun_max","Ciri_Grande_min","Trinidad_min","Cano_Quebrado_min","Gatun_min","Ciri_Grande_range","Trinidad_range","Cano_Quebrado_range","Gatun_range"
"1","ARN",30428.7142739255,13869.2749379916,2266.66605623771,9948.50364903185,25332.565,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","ARN",30428.7142739255,13869.2749379916,2266.66605623771,9948.50364903185,25332.565,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","ARN",30428.7142739255,13869.2749379916,2266.66605623771,9948.50364903185,25332.565,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","BAT",20591.8953470582,20728.8132006056,17671.4322433271,20402.0152096503,10689.48,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","BAT",20591.8953470582,20728.8132006056,17671.4322433271,20402.0152096503,10689.48,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","BAT",20591.8953470582,20728.8132006056,17671.4322433271,20402.0152096503,10689.48,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","ESC",23426.0581320076,18807.0372303987,13702.138906408,16418.2431695599,14719.139,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","ESC",23426.0581320076,18807.0372303987,13702.138906408,16418.2431695599,14719.139,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","ESC",23426.0581320076,18807.0372303987,13702.138906408,16418.2431695599,14719.139,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","HUM",35937.6716455615,23842.6369092347,10413.3794279523,4785.59435961722,27124.664,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","HUM",35937.6716455615,23842.6369092347,10413.3794279523,4785.59435961722,27124.664,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","HUM",35937.6716455615,23842.6369092347,10413.3794279523,4785.59435961722,27124.664,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","LAT",24343.6003652747,358.105997715729,14859.7180488225,23984.9251634188,26352.156,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","LAT",24343.6003652747,358.105997715729,14859.7180488225,23984.9251634188,26352.156,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","LAT",24343.6003652747,358.105997715729,14859.7180488225,23984.9251634188,26352.156,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","MLR",7910.90187426184,23246.4106456374,27738.1044379479,32828.5702651639,5954.871,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","MLR",7910.90187426184,23246.4106456374,27738.1044379479,32828.5702651639,5954.871,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","MLR",7910.90187426184,23246.4106456374,27738.1044379479,32828.5702651639,5954.871,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","RAI",28922.5675863019,18315.8697676524,8411.76233678177,10127.8592118374,21113.423,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","RAI",28922.5675863019,18315.8697676524,8411.76233678177,10127.8592118374,21113.423,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","RAI",28922.5675863019,18315.8697676524,8411.76233678177,10127.8592118374,21113.423,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","TAR",24563.7642682102,534.599126074885,13972.7180001065,23094.2257097916,26097.38,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","TAR",24563.7642682102,534.599126074885,13972.7180001065,23094.2257097916,26097.38,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","TAR",24563.7642682102,534.599126074885,13972.7180001065,23094.2257097916,26097.38,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","TMR",31742.9503478206,22590.9018621568,36780.0814274588,45937.8004285664,8771.424,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","TMR",31742.9503478206,22590.9018621568,36780.0814274588,45937.8004285664,8771.424,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","TMR",31742.9503478206,22590.9018621568,36780.0814274588,45937.8004285664,8771.424,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","ARN",30428.7142739255,13869.2749379916,2266.66605623771,9948.50364903185,25332.565,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","BAT",20591.8953470582,20728.8132006056,17671.4322433271,20402.0152096503,10689.48,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","ESC",23426.0581320076,18807.0372303987,13702.138906408,16418.2431695599,14719.139,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","HUM",35937.6716455615,23842.6369092347,10413.3794279523,4785.59435961722,27124.664,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","LAT",24343.6003652747,358.105997715729,14859.7180488225,23984.9251634188,26352.156,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","MLR",7910.90187426184,23246.4106456374,27738.1044379479,32828.5702651639,5954.871,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","RAI",28922.5675863019,18315.8697676524,8411.76233678177,10127.8592118374,21113.423,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","TAR",24563.7642682102,534.599126074885,13972.7180001065,23094.2257097916,26097.38,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","TMR",31742.9503478206,22590.9018621568,36780.0814274588,45937.8004285664,8771.424,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","M2",35250.9072610082,25953.7087142782,39935.0883824051,49065.6350691072,5232.743,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","M2",35250.9072610082,25953.7087142782,39935.0883824051,49065.6350691072,5232.743,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","M2",35250.9072610082,25953.7087142782,39935.0883824051,49065.6350691072,5232.743,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","M5",33941.9830761875,24698.2645427892,38758.1266695193,47900.7831866536,6519.77,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","M5",33941.9830761875,24698.2645427892,38758.1266695193,47900.7831866536,6519.77,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","M5",33941.9830761875,24698.2645427892,38758.1266695193,47900.7831866536,6519.77,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","RCO",35305.3240509728,25829.8646699048,39786.9547152142,48914.0403738518,5161.352,0,0.213888888888889,"2003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","RCO",35305.3240509728,25829.8646699048,39786.9547152142,48914.0403738518,5161.352,0,0.253489583333333,"2004",0,12518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","RCO",35305.3240509728,25829.8646699048,39786.9547152142,48914.0403738518,5161.352,0,0.195520833333333,"2005",0,12647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","M2",35250.9072610082,25953.7087142782,39935.0883824051,49065.6350691072,5232.743,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","RCO",35305.3240509728,25829.8646699048,39786.9547152142,48914.0403738518,5161.352,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","M5",33941.9830761875,24698.2645427892,38758.1266695193,47900.7831866536,6519.77,0,0.190729166666667,"2007",0,13233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","ARN",30428.7142739255,13869.2749379916,2266.66605623771,9948.50364903185,25332.565,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"66","ARN",30428.7142739255,13869.2749379916,2266.66605623771,9948.50364903185,25332.565,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"67","BAT",20591.8953470582,20728.8132006056,17671.4322433271,20402.0152096503,10689.48,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"68","BAT",20591.8953470582,20728.8132006056,17671.4322433271,20402.0152096503,10689.48,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"69","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"70","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"71","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"72","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"73","ESC",23426.0581320076,18807.0372303987,13702.138906408,16418.2431695599,14719.139,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"74","ESC",23426.0581320076,18807.0372303987,13702.138906408,16418.2431695599,14719.139,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"75","HUM",35937.6716455615,23842.6369092347,10413.3794279523,4785.59435961722,27124.664,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"76","HUM",35937.6716455615,23842.6369092347,10413.3794279523,4785.59435961722,27124.664,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"77","LAT",24343.6003652747,358.105997715729,14859.7180488225,23984.9251634188,26352.156,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"78","LAT",24343.6003652747,358.105997715729,14859.7180488225,23984.9251634188,26352.156,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"79","MLR",7910.90187426184,23246.4106456374,27738.1044379479,32828.5702651639,5954.871,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"80","MLR",7910.90187426184,23246.4106456374,27738.1044379479,32828.5702651639,5954.871,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"81","RAI",28922.5675863019,18315.8697676524,8411.76233678177,10127.8592118374,21113.423,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"82","RAI",28922.5675863019,18315.8697676524,8411.76233678177,10127.8592118374,21113.423,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"83","TAR",24563.7642682102,534.599126074885,13972.7180001065,23094.2257097916,26097.38,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"84","TAR",24563.7642682102,534.599126074885,13972.7180001065,23094.2257097916,26097.38,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"85","TMR",31742.9503478206,22590.9018621568,36780.0814274588,45937.8004285664,8771.424,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"86","TMR",31742.9503478206,22590.9018621568,36780.0814274588,45937.8004285664,8771.424,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"87","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"88","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"89","M2",35250.9072610082,25953.7087142782,39935.0883824051,49065.6350691072,5232.743,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"90","M2",35250.9072610082,25953.7087142782,39935.0883824051,49065.6350691072,5232.743,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"91","M5",33941.9830761875,24698.2645427892,38758.1266695193,47900.7831866536,6519.77,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"92","M5",33941.9830761875,24698.2645427892,38758.1266695193,47900.7831866536,6519.77,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
"93","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,0,0.213403141361257,"2008",0,13147,91.4,77,17.8,57.3,0.706,0.592,0.103,0.688,90.694,76.408,17.697,56.612
"94","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,0,0.209689119170984,"2009",0,12885,35.6,52.4,26.4,143,1.19,0.76,0.095,0.737,34.41,51.64,26.305,142.263
